时段,应用,描述,时长,分类
07/22/2025 16:00:00,explorer,Windows 资源管理器,2,未知
07/22/2025 16:00:00,steamwebhelper,Steam Client WebHelper,1,未知
07/22/2025 16:00:00,HipsTray,火绒安全软件托盘程序,2,未知
07/22/2025 16:00:00,QQ,QQ,16,未知
07/22/2025 16:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,2,未知
07/22/2025 17:00:00,javaw,Java(TM) Platform SE binary,3446,未知
07/22/2025 17:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,13,未知
07/22/2025 17:00:00,QQ,QQ,71,未知
07/22/2025 17:00:00,Honeyview,Honeyview,3,未知
07/22/2025 18:00:00,javaw,Java(TM) Platform SE binary,1983,未知
07/22/2025 18:00:00,QQ,QQ,1095,未知
07/22/2025 18:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,6,未知
07/22/2025 18:00:00,steamwebhelper,Steam Client WebHelper,125,未知
07/22/2025 18:00:00,explorer,Windows 资源管理器,8,未知
07/22/2025 18:00:00,firefox,Firefox,307,未知
07/22/2025 19:00:00,javaw,Java(TM) Platform SE binary,2675,未知
07/22/2025 19:00:00,QQ,QQ,37,未知
07/22/2025 19:00:00,firefox,Firefox,196,未知
07/22/2025 19:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,40,未知
07/22/2025 19:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,19,未知
07/22/2025 19:00:00,explorer,Windows 资源管理器,7,未知
07/22/2025 19:00:00,Bandizip,Bandizip,10,未知
07/22/2025 20:00:00,javaw,Java(TM) Platform SE binary,3364,未知
07/22/2025 20:00:00,QQ,QQ,42,未知
07/22/2025 20:00:00,msedge,Microsoft Edge,67,未知
07/22/2025 20:00:00,IDMan,Internet Download Manager (IDM),15,未知
07/22/2025 20:00:00,僵尸猪灵塔三通道三层下界上层18789金粒,,25,未知
07/22/2025 20:00:00,explorer,Windows 资源管理器,41,未知
07/22/2025 21:00:00,javaw,Java(TM) Platform SE binary,1035,未知
07/22/2025 21:00:00,QQ,QQ,70,未知
07/22/2025 21:00:00,explorer,Windows 资源管理器,5,未知
07/22/2025 22:00:00,QQ,QQ,5,未知
07/22/2025 22:00:00,explorer,Windows 资源管理器,27,未知
07/22/2025 22:00:00,ToDesk,ToDesk远程控制客户端,2,未知
07/22/2025 22:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,5,未知
07/22/2025 22:00:00,javaw,Java(TM) Platform SE binary,1966,未知
07/22/2025 22:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,12,未知
07/22/2025 23:00:00,javaw,Java(TM) Platform SE binary,676,未知
07/22/2025 23:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,6,未知
07/22/2025 23:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
07/22/2025 23:00:00,QQ,QQ,13,未知
07/22/2025 23:00:00,steamwebhelper,Steam Client WebHelper,76,未知
07/22/2025 23:00:00,SheepyAShortAdventure,nwjs,672,未知
07/22/2025 23:00:00,explorer,Windows 资源管理器,2,未知
07/23/2025 10:00:00,HipsTray,火绒安全软件托盘程序,4,未知
07/23/2025 10:00:00,QQ,QQ,59,未知
07/23/2025 10:00:00,explorer,Windows 资源管理器,98,未知
07/23/2025 10:00:00,steamwebhelper,Steam Client WebHelper,666,未知
07/23/2025 10:00:00,firefox,Firefox,142,未知
07/23/2025 10:00:00,BeaversBeDammed,,502,未知
07/23/2025 10:00:00,Listary,Listary,13,未知
07/23/2025 10:00:00,SearchApp,Search application,3,未知
07/23/2025 10:00:00,DYO,"                                                                ",871,未知
07/23/2025 10:00:00,Bacon,,542,未知
07/23/2025 11:00:00,Bacon,,26,未知
07/23/2025 11:00:00,steamwebhelper,Steam Client WebHelper,20,未知
07/23/2025 11:00:00,SheepyAShortAdventure,nwjs,3548,未知
07/23/2025 12:00:00,SheepyAShortAdventure,nwjs,3080,未知
07/23/2025 12:00:00,QQ,QQ,4,未知
07/23/2025 12:00:00,SearchApp,Search application,2,未知
07/23/2025 12:00:00,steamwebhelper,Steam Client WebHelper,422,未知
07/23/2025 12:00:00,firefox,Firefox,25,未知
07/23/2025 13:00:00,SheepyAShortAdventure,nwjs,2532,未知
07/23/2025 13:00:00,SearchApp,Search application,1,未知
07/23/2025 13:00:00,Clash for Windows,Clash for Windows,3,未知
07/23/2025 13:00:00,steamwebhelper,Steam Client WebHelper,959,未知
07/23/2025 13:00:00,msedge,Microsoft Edge,51,未知
07/23/2025 14:00:00,steamwebhelper,Steam Client WebHelper,1142,未知
07/23/2025 14:00:00,firefox,Firefox,1371,未知
07/23/2025 14:00:00,Clash for Windows,Clash for Windows,41,未知
07/23/2025 14:00:00,QQ,QQ,36,未知
07/23/2025 14:00:00,msedge,Microsoft Edge,1,未知
07/23/2025 14:00:00,explorer,Windows 资源管理器,99,未知
07/23/2025 14:00:00,Bread&Fred,,480,未知
07/23/2025 14:00:00,UNDERTALE,"Leading Brand UNDERTALE-type Software                           ",266,未知
07/23/2025 14:00:00,DYO,"                                                                ",129,未知
07/23/2025 15:00:00,DYO,"                                                                ",477,未知
07/23/2025 15:00:00,steamwebhelper,Steam Client WebHelper,830,未知
07/23/2025 15:00:00,QQ,QQ,92,未知
07/23/2025 15:00:00,explorer,Windows 资源管理器,9,未知
07/23/2025 15:00:00,firefox,Firefox,1674,未知
07/23/2025 15:00:00,RtkNGUI64,Realtek高清晰音频管理器,5,未知
07/23/2025 16:00:00,firefox,Firefox,1675,未知
07/23/2025 16:00:00,explorer,Windows 资源管理器,354,未知
07/23/2025 16:00:00,steamwebhelper,Steam Client WebHelper,72,未知
07/23/2025 16:00:00,NVIDIA Notification,NVIDIA Notification,828,未知
07/23/2025 16:00:00,QQ,QQ,24,未知
07/23/2025 16:00:00,IDMan,Internet Download Manager (IDM),2,未知
07/23/2025 16:00:00,丐版猪人塔三宽通道版时产4100金锭,,13,未知
07/23/2025 16:00:00,Listary,Listary,4,未知
07/23/2025 16:00:00,图吧工具箱2024,图吧工具箱主程序,9,未知
07/23/2025 16:00:00,SpaceSniffer,Disk space analysis tool,110,未知
07/23/2025 16:00:00,Notepads,,1,未知
07/23/2025 16:00:00,Honeyview,Honeyview,1,未知
07/23/2025 17:00:00,firefox,Firefox,3355,未知
07/23/2025 18:00:00,firefox,Firefox,2437,未知
07/23/2025 18:00:00,Clash for Windows,Clash for Windows,72,未知
07/23/2025 18:00:00,steamwebhelper,Steam Client WebHelper,54,未知
07/23/2025 18:00:00,QQ,QQ,53,未知
07/23/2025 18:00:00,msedge,Microsoft Edge,992,未知
07/23/2025 18:00:00,Listary,Listary,8,未知
07/23/2025 19:00:00,firefox,Firefox,1285,未知
07/23/2025 19:00:00,msedge,Microsoft Edge,167,未知
07/23/2025 19:00:00,QQ,QQ,449,未知
07/23/2025 19:00:00,Clash for Windows,Clash for Windows,29,未知
07/23/2025 19:00:00,explorer,Windows 资源管理器,23,未知
07/23/2025 19:00:00,pythonw,Python,413,未知
07/23/2025 19:00:00,Notepads,,22,未知
07/23/2025 20:00:00,QQ,QQ,383,未知
07/23/2025 20:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,39,未知
07/23/2025 20:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,16,未知
07/23/2025 20:00:00,Clash for Windows,Clash for Windows,29,未知
07/23/2025 20:00:00,javaw,Java(TM) Platform SE binary,695,未知
07/23/2025 20:00:00,pythonw,Python,476,未知
07/23/2025 20:00:00,Listary,Listary,1,未知
07/23/2025 20:00:00,Notepads,,110,未知
07/23/2025 20:00:00,firefox,Firefox,1141,未知
07/23/2025 20:00:00,msedge,Microsoft Edge,494,未知
07/23/2025 20:00:00,SearchApp,Search application,4,未知
07/23/2025 20:00:00,explorer,Windows 资源管理器,3,未知
07/23/2025 21:00:00,javaw,Java(TM) Platform SE binary,3339,未知
07/23/2025 21:00:00,explorer,Windows 资源管理器,18,未知
07/23/2025 21:00:00,Clash for Windows,Clash for Windows,2,未知
07/23/2025 21:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,15,未知
07/23/2025 21:00:00,SearchApp,Search application,2,未知
07/23/2025 22:00:00,javaw,Java(TM) Platform SE binary,1674,未知
07/23/2025 22:00:00,QQ,QQ,55,未知
07/23/2025 22:00:00,explorer,Windows 资源管理器,117,未知
07/23/2025 22:00:00,NbtStudio,NbtStudio,17,未知
07/23/2025 22:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,1,未知
07/23/2025 22:00:00,Clash for Windows,Clash for Windows,2,未知
07/23/2025 22:00:00,firefox,Firefox,457,未知
07/23/2025 22:00:00,msedge,Microsoft Edge,1229,未知
07/23/2025 23:00:00,firefox,Firefox,3264,未知
07/23/2025 23:00:00,QQ,QQ,2,未知
07/23/2025 23:00:00,msedge,Microsoft Edge,274,未知
07/23/2025 23:00:00,Clash for Windows,Clash for Windows,18,未知
07/24/2025 00:00:00,firefox,Firefox,986,未知
07/24/2025 00:00:00,Listary,Listary,11,未知
07/24/2025 00:00:00,explorer,Windows 资源管理器,25,未知
07/24/2025 00:00:00,Clash for Windows,Clash for Windows,8,未知
07/24/2025 00:00:00,QQ,QQ,26,未知
07/24/2025 12:00:00,HipsTray,火绒安全软件托盘程序,13,未知
07/24/2025 12:00:00,QQ,QQ,2,未知
07/24/2025 12:00:00,Clash for Windows,Clash for Windows,1,未知
07/24/2025 12:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,607,未知
07/24/2025 13:00:00,Clash for Windows,Clash for Windows,954,未知
07/24/2025 13:00:00,firefox,Firefox,108,未知
07/24/2025 13:00:00,Honeyview,Honeyview,3,未知
07/24/2025 13:00:00,explorer,Windows 资源管理器,436,未知
07/24/2025 13:00:00,msedge,Microsoft Edge,30,未知
07/24/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,14,未知
07/24/2025 13:00:00,mpv,mpv,15,未知
07/24/2025 13:00:00,图吧工具箱2024,图吧工具箱主程序,10,未知
07/24/2025 13:00:00,Notepads,,23,未知
07/24/2025 13:00:00,notepad,记事本,9,未知
07/24/2025 13:00:00,WINWORD,Microsoft Word,5,未知
07/24/2025 13:00:00,QQ,QQ,24,未知
07/24/2025 13:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,3,未知
07/24/2025 14:00:00,explorer,Windows 资源管理器,647,未知
07/24/2025 14:00:00,Notepads,,1,未知
07/24/2025 14:00:00,WINWORD,Microsoft Word,4,未知
07/24/2025 14:00:00,Honeyview,Honeyview,118,未知
07/24/2025 14:00:00,QQ,QQ,329,未知
07/24/2025 14:00:00,firefox,Firefox,1443,未知
07/24/2025 14:00:00,mpv,mpv,7,未知
07/24/2025 14:00:00,IDMan,Internet Download Manager (IDM),99,未知
07/24/2025 14:00:00,mspaint,画图,6,未知
07/24/2025 14:00:00,Listary,Listary,12,未知
07/24/2025 14:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,1,未知
07/24/2025 14:00:00,Clash for Windows,Clash for Windows,11,未知
07/24/2025 14:00:00,updater,Google Updater (x86),16,未知
07/24/2025 14:00:00,chrome,Google Chrome,565,未知
07/24/2025 15:00:00,firefox,Firefox,376,未知
07/24/2025 16:00:00,firefox,Firefox,659,未知
07/24/2025 16:00:00,chrome,Google Chrome,1,未知
07/24/2025 16:00:00,explorer,Windows 资源管理器,621,未知
07/24/2025 16:00:00,QQ,QQ,3,未知
07/24/2025 16:00:00,Clash for Windows,Clash for Windows,30,未知
07/24/2025 16:00:00,PlantsVsZombies,Plants vs. Zombies,1779,未知
07/24/2025 16:00:00,HipsTray,火绒安全软件托盘程序,77,未知
07/24/2025 16:00:00,Listary,Listary,9,未知
07/24/2025 16:00:00,Notepads,,6,未知
07/24/2025 16:00:00,msedge,Microsoft Edge,1,未知
07/24/2025 16:00:00,notepad,记事本,14,未知
07/24/2025 16:00:00,Typora,Typora,20,未知
07/24/2025 17:00:00,explorer,Windows 资源管理器,2364,未知
07/24/2025 17:00:00,PVZ杂交版专属修改器3303_V,bilibili憨憨问号制作,39,未知
07/24/2025 17:00:00,PlantsVsZombies,Plants vs. Zombies,55,未知
07/24/2025 17:00:00,Typora,Typora,12,未知
07/24/2025 17:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,150,未知
07/24/2025 17:00:00,Clash for Windows,Clash for Windows,1,未知
07/24/2025 17:00:00,SearchApp,Search application,2,未知
07/24/2025 17:00:00,mpv,mpv,16,未知
07/24/2025 17:00:00,Honeyview,Honeyview,174,未知
07/24/2025 17:00:00,HipsTray,火绒安全软件托盘程序,5,未知
07/24/2025 17:00:00,firefox,Firefox,4,未知
07/24/2025 17:00:00,Listary,Listary,13,未知
07/24/2025 17:00:00,msedge,Microsoft Edge,15,未知
07/24/2025 18:00:00,explorer,Windows 资源管理器,154,未知
07/24/2025 18:00:00,firefox,Firefox,825,未知
07/24/2025 18:00:00,Listary,Listary,1,未知
07/24/2025 18:00:00,cmd,Windows 命令处理程序,18,未知
07/24/2025 18:00:00,IDMan,Internet Download Manager (IDM),18,未知
07/24/2025 18:00:00,shotcut-win64-250511.tmp,Setup/Uninstall,25,未知
07/24/2025 18:00:00,Clash for Windows,Clash for Windows,7,未知
07/24/2025 18:00:00,shotcut,Shotcut video editor,776,未知
07/24/2025 18:00:00,mpv,mpv,26,未知
07/24/2025 18:00:00,windows.tmp,Setup/Uninstall,34,未知
07/24/2025 18:00:00,wish,Wish Application,4,未知
07/24/2025 18:00:00,mintty,MSYS2 terminal,166,未知
07/24/2025 18:00:00,Notepads,,159,未知
07/24/2025 18:00:00,CredentialUIBroker,Credential Manager UI Host,7,未知
07/24/2025 19:00:00,firefox,Firefox,921,未知
07/24/2025 19:00:00,firefox,Firefox,35,未知
07/24/2025 19:00:00,Notepads,,61,未知
07/24/2025 19:00:00,mintty,MSYS2 terminal,56,未知
07/24/2025 19:00:00,explorer,Windows 资源管理器,44,未知
07/24/2025 19:00:00,QQ,QQ,180,未知
07/24/2025 19:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,196,未知
07/24/2025 19:00:00,BCUT,,2066,未知
07/24/2025 19:00:00,msedge,Microsoft Edge,88,未知
07/24/2025 19:00:00,Clash for Windows,Clash for Windows,5,未知
07/24/2025 19:00:00,mpv,mpv,48,未知
07/24/2025 20:00:00,QQ,QQ,915,未知
07/24/2025 20:00:00,BCUT,,15,未知
07/24/2025 20:00:00,HipsTray,火绒安全软件托盘程序,48,未知
07/24/2025 20:00:00,Honeyview,Honeyview,1,未知
07/24/2025 20:00:00,steamwebhelper,Steam Client WebHelper,1401,未知
07/24/2025 20:00:00,SheepyAShortAdventure,nwjs,219,未知
07/24/2025 20:00:00,explorer,Windows 资源管理器,102,未知
07/24/2025 20:00:00,steam,Steam,5,未知
07/24/2025 20:00:00,Clash for Windows,Clash for Windows,14,未知
07/24/2025 20:00:00,WerFault,Windows 问题报告,2,未知
07/24/2025 20:00:00,ToDesk,ToDesk远程控制客户端,4,未知
07/24/2025 20:00:00,mintty,MSYS2 terminal,1,未知
07/24/2025 20:00:00,Listary,Listary,4,未知
07/24/2025 20:00:00,firefox,Firefox,121,未知
07/24/2025 21:00:00,steamwebhelper,Steam Client WebHelper,3600,未知
07/24/2025 22:00:00,steamwebhelper,Steam Client WebHelper,1629,未知
07/24/2025 22:00:00,msedge,Microsoft Edge,25,未知
07/24/2025 22:00:00,SheepyAShortAdventure,nwjs,43,未知
07/24/2025 22:00:00,SearchApp,Search application,7,未知
07/24/2025 22:00:00,explorer,Windows 资源管理器,1,未知
07/24/2025 22:00:00,QQ,QQ,49,未知
07/24/2025 22:00:00,BeaversBeDammed,,901,未知
07/24/2025 22:00:00,RtkNGUI64,Realtek高清晰音频管理器,13,未知
07/24/2025 22:00:00,ItTakesTwo,,809,未知
07/24/2025 23:00:00,ItTakesTwo,,1454,未知
07/24/2025 23:00:00,SearchApp,Search application,1,未知
07/24/2025 23:00:00,steamwebhelper,Steam Client WebHelper,159,未知
07/24/2025 23:00:00,QQ,QQ,4,未知
07/24/2025 23:00:00,explorer,Windows 资源管理器,1,未知
07/25/2025 16:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,34,未知
07/25/2025 16:00:00,QQ,QQ,5,未知
07/25/2025 16:00:00,Listary,Listary,27,未知
07/25/2025 16:00:00,gameinputsvc,GameInput Host Service,1,未知
07/25/2025 16:00:00,explorer,Windows 资源管理器,8,未知
07/25/2025 16:00:00,SearchApp,Search application,3,未知
07/25/2025 16:00:00,PowerToys.Awake,PowerToys.Awake,2,未知
07/25/2025 16:00:00,PowerToys.ShortcutGuide,PowerToys ShortcutGuide,4,未知
07/25/2025 16:00:00,PowerToys,PowerToys.Runner,2,未知
07/25/2025 16:00:00,PowerToys.Settings,PowerToys.Settings,111,未知
07/25/2025 16:00:00,firefox,Firefox,758,未知
07/25/2025 16:00:00,PowerToys.KeyboardManagerEditor,PowerToys.KeyboardManagerEditor,121,未知
07/25/2025 16:00:00,HRUpdate,火绒安全软件升级程序,4,未知
07/25/2025 17:00:00,firefox,Firefox,2485,未知
07/25/2025 18:00:00,firefox,Firefox,213,未知
08/07/2025 10:00:00,Clash for Windows,Clash for Windows,1,未知
08/07/2025 10:00:00,QQ,QQ,21,未知
08/07/2025 10:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,104,未知
08/07/2025 10:00:00,firefox,Firefox,1672,未知
08/07/2025 10:00:00,HRUpdate,火绒安全软件升级程序,4,未知
08/07/2025 11:00:00,firefox,Firefox,3146,未知
08/07/2025 12:00:00,firefox,Firefox,1674,未知
08/07/2025 12:00:00,QQ,QQ,2,未知
08/07/2025 12:00:00,steamwebhelper,Steam Client WebHelper,145,未知
08/07/2025 12:00:00,RtkNGUI64,Realtek高清晰音频管理器,6,未知
08/07/2025 12:00:00,DDNet,DDNet,1727,未知
08/07/2025 13:00:00,DDNet,DDNet,311,未知
08/07/2025 13:00:00,QQ,QQ,109,未知
08/07/2025 13:00:00,firefox,Firefox,1280,未知
08/07/2025 13:00:00,explorer,Windows 资源管理器,131,未知
08/07/2025 13:00:00,Listary,Listary,1,未知
08/07/2025 13:00:00,RtkNGUI64,Realtek高清晰音频管理器,3,未知
08/07/2025 13:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,119,未知
08/07/2025 13:00:00,javaw,Java(TM) Platform SE binary,900,未知
08/07/2025 13:00:00,IDMan,Internet Download Manager (IDM),50,未知
08/07/2025 13:00:00,空岛简单水流刷怪塔1.32万金合欢优化版,,8,未知
08/07/2025 13:00:00,Honeyview,Honeyview,14,未知
08/07/2025 13:00:00,msedge,Microsoft Edge,126,未知
08/07/2025 13:00:00,PowerToys.PowerLauncher,PowerToys.Run,3,未知
08/07/2025 13:00:00,mpv,mpv,9,未知
08/07/2025 14:00:00,QQ,QQ,387,未知
08/07/2025 14:00:00,mpv,mpv,6,未知
08/07/2025 14:00:00,javaw,Java(TM) Platform SE binary,3129,未知
08/07/2025 14:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,19,未知
08/07/2025 14:00:00,explorer,Windows 资源管理器,6,未知
08/07/2025 14:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/07/2025 15:00:00,javaw,Java(TM) Platform SE binary,3308,未知
08/07/2025 15:00:00,QQ,QQ,88,未知
08/07/2025 15:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,42,未知
08/07/2025 15:00:00,explorer,Windows 资源管理器,2,未知
08/07/2025 15:00:00,HipsTray,火绒安全软件托盘程序,2,未知
08/07/2025 15:00:00,steamwebhelper,Steam Client WebHelper,3,未知
08/07/2025 15:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/07/2025 15:00:00,msedge,Microsoft Edge,1,未知
08/07/2025 16:00:00,javaw,Java(TM) Platform SE binary,3477,未知
08/07/2025 16:00:00,QQ,QQ,7,未知
08/07/2025 16:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/07/2025 16:00:00,explorer,Windows 资源管理器,1,未知
08/07/2025 16:00:00,NatGo 端口映射 1.2.3,NatGo 端口映射,13,未知
08/07/2025 17:00:00,javaw,Java(TM) Platform SE binary,2406,未知
08/07/2025 17:00:00,explorer,Windows 资源管理器,38,未知
08/07/2025 17:00:00,Bandizip,Bandizip,7,未知
08/07/2025 17:00:00,QQ,QQ,1085,未知
08/07/2025 17:00:00,SearchApp,Search application,3,未知
08/07/2025 17:00:00,IDMan,Internet Download Manager (IDM),1,未知
08/07/2025 18:00:00,QQ,QQ,175,未知
08/07/2025 18:00:00,javaw,Java(TM) Platform SE binary,236,未知
08/07/2025 18:00:00,explorer,Windows 资源管理器,1107,未知
08/07/2025 18:00:00,ToDesk,ToDesk远程控制客户端,2,未知
08/07/2025 18:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,2,未知
08/07/2025 19:00:00,Listary,Listary,5,未知
08/07/2025 19:00:00,explorer,Windows 资源管理器,25,未知
08/07/2025 19:00:00,QQ,QQ,52,未知
08/07/2025 19:00:00,firefox,Firefox,536,未知
08/07/2025 19:00:00,IDMan,Internet Download Manager (IDM),25,未知
08/07/2025 19:00:00,MineBackup-v1.7.0,,160,未知
08/07/2025 19:00:00,WerFault,Windows 问题报告,5,未知
08/07/2025 19:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,12,未知
08/07/2025 19:00:00,javaw,Java(TM) Platform SE binary,2496,未知
08/07/2025 20:00:00,javaw,Java(TM) Platform SE binary,2871,未知
08/07/2025 20:00:00,IDMan,Internet Download Manager (IDM),3,未知
08/07/2025 20:00:00,firefox,Firefox,479,未知
08/07/2025 20:00:00,Plain Craft Launcher 2,Plain Craft Launcher 启动器,14,未知
08/07/2025 20:00:00,WerFault,Windows 问题报告,5,未知
08/07/2025 20:00:00,explorer,Windows 资源管理器,17,未知
08/07/2025 20:00:00,MineBackup-v1.7.0,,43,未知
08/07/2025 20:00:00,QQ,QQ,13,未知
08/07/2025 21:00:00,javaw,Java(TM) Platform SE binary,3589,未知
08/07/2025 21:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/07/2025 22:00:00,javaw,Java(TM) Platform SE binary,211,未知
08/07/2025 22:00:00,IDMan,Internet Download Manager (IDM),2,未知
08/07/2025 22:00:00,QQ,QQ,1,未知
08/07/2025 22:00:00,firefox,Firefox,2669,未知
08/07/2025 22:00:00,Honeyview,Honeyview,1,未知
08/07/2025 22:00:00,图吧工具箱2024,图吧工具箱主程序,3,未知
08/07/2025 22:00:00,cpuz_x64,CPU-Z Application,165,未知
08/07/2025 22:00:00,SearchApp,Search application,2,未知
08/07/2025 23:00:00,firefox,Firefox,176,未知
08/07/2025 23:00:00,IDMan,Internet Download Manager (IDM),361,未知
08/08/2025 11:00:00,explorer,Windows 资源管理器,245,未知
08/08/2025 11:00:00,PowerToys.PowerLauncher,PowerToys.Run,4,未知
